,sentences1,sentences2,is_similar
1148,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9INDIGO 5TUNICS 4.78,0SLEEVELESS 1PULL ON 2MIDI 3LOOSE FIT 4STRIPED 2MIDI 6V NECK 7UNLINED 8LINEN MIX 9MULTI 5SLIP DRESS 12.71,1
1149,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9INDIGO 5TUNICS 4.78,0SLEEVELESS 1TIE FASTENING 2MIDI 3LOOSE FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9COPPER ROSE 5SWING DRESS 15.3,0
1150,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9INDIGO 5TUNICS 4.78,0LONG SLEEVE 1BACK ZIP FASTENING 2MINI 3NA3 4PLAIN 2MINI 6ROUND NECK 7UNLINED 8VISCOSE 9BLACK 5FIT AND FLARE DRESS 9.27,0
1151,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9INDIGO 5TUNICS 4.78,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9YELLOW 5TUNICS 4.78,1
1152,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9YELLOW 5TUNICS 4.78,0SHORT SLEEVE 1PULL ON 2MIDI 3LOOSE FIT 4STRIPED 2MIDI 6ROUND NECK 7UNLINED 8COTTON MIX 9CHAMBRAY MIX 5T-SHIRT DRESS 4.9,0
1153,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9YELLOW 5TUNICS 4.78,0SLEEVELESS 1BACK ZIP FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9RED MIX 5TUNICS 10.33,0
1154,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9YELLOW 5TUNICS 4.78,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9BAYLEAF 5TUNICS 4.78,1
1155,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9YELLOW 5TUNICS 4.78,0SLEEVELESS 1PULL ON 2MIDI 3LOOSE FIT 4STRIPED 2MIDI 6V NECK 7UNLINED 8LINEN MIX 9MULTI 5SLIP DRESS 12.71,1
1156,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9YELLOW 5TUNICS 4.78,0SLEEVELESS 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN 9CHAMBRAY 5SHIFT DRESS 5.04,0
1157,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9YELLOW 5TUNICS 4.78,0SLEEVELESS 1BUTTON FASTENING 2MIDI 3REGULAR FIT 4PRINTED 2MIDI 6SQUARE NECK 7UNLINED 8LINEN MIX 9STONE MIX 5FIT AND FLARE DRESS 10.21,1
1158,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9YELLOW 5TUNICS 4.78,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9BRIGHT RED 5TUNICS 4.78,1
1159,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9YELLOW 5TUNICS 4.78,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9PINK 5TUNICS 4.36,0
1160,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9YELLOW 5TUNICS 4.78,03 QUARTER SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6V NECK 7UNLINED 8SYNTHETIC 9RED 5SHIFT DRESS 4.42,0
1161,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9YELLOW 5TUNICS 4.78,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9INDIGO 5TUNICS 4.78,1
1162,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9BRIGHT RED 5TUNICS 4.78,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9YELLOW 5TUNICS 4.78,1
1163,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9BRIGHT RED 5TUNICS 4.78,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6V NECK 7UNLINED 8VISCOSE MIX 9RED 5SLIP DRESS 4.57,0
1164,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9BRIGHT RED 5TUNICS 4.78,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9INDIGO 5TUNICS 4.78,1
1165,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9BRIGHT RED 5TUNICS 4.78,0SLEEVELESS 1PULL ON 2MIDI 3LOOSE FIT 4STRIPED 2MIDI 6V NECK 7UNLINED 8LINEN MIX 9MULTI 5SLIP DRESS 12.71,0
1166,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9BRIGHT RED 5TUNICS 4.78,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE 9BLACK 5SWING DRESS 4.03,0
1167,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9BRIGHT RED 5TUNICS 4.78,0SLEEVELESS 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN 9NAVY 5SHIFT DRESS 4.57,0
1168,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9BRIGHT RED 5TUNICS 4.78,0SLEEVELESS 1PULL ON 2MIDI 3LOOSE FIT 4STRIPED 2MIDI 6V NECK 7UNLINED 8LINEN MIX 9MULTI 5SLIP DRESS 12.71,1
1169,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9BRIGHT RED 5TUNICS 4.78,0SLEEVELESS 1PULL ON 2MIDI 3REGULAR FIT 4STRIPED 2MIDI 6V NECK 7UNLINED 8LINEN MIX 9BLUE MIX 5TUNICS 6.18,0
1170,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9BRIGHT RED 5TUNICS 4.78,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9BAYLEAF 5TUNICS 4.78,1
1171,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8COTTON 9BRIGHT RED 5TUNICS 4.78,0SLEEVELESS 1BUTTON FASTENING 2MIDI 3REGULAR FIT 4PRINTED 2MIDI 6SQUARE NECK 7UNLINED 8LINEN MIX 9STONE MIX 5FIT AND FLARE DRESS 10.21,1
1172,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6FUNNEL NECK 7UNLINED 8VISCOSE MIX 9BLACK MIX 5NA7 11.99,0SHORT SLEEVE 1NA12 2MAXI 3NA3 4PLAIN 2MAXI 6ROUND NECK 7UNLINED 8COTTON 9BRIGHT RED 5SHIFT DRESS 4.27,1
1173,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6FUNNEL NECK 7UNLINED 8VISCOSE MIX 9BLACK MIX 5NA7 11.99,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9KHAKI 5TUNICS 15.2,0
1174,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 5.09,0SLEEVELESS 1NA12 2MAXI 3NA3 4PLAIN 2MAXI 6ROUND NECK 7UNLINED 8COTTON 9BLACK 5WAISTED DRESS 3.64,0
1175,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 5.09,0SHORT SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8LINEN 9KHAKI 5SHIFT DRESS 8.67,0
1176,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 5.09,0SLEEVELESS 1PULL ON 2MIDI 3SLIM FIT 4PRINTED 2MIDI 6V NECK 7UNLINED 8POLYESTER 9BLACK MIX 5SLIP DRESS 7.34,1
1177,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 5.09,0SLEEVELESS 1PULL ON 2MIDI 3LOOSE FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8VISCOSE 9FLAME 5SLIP DRESS 4.57,0
1178,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 5.09,03 QUARTER SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER 9BLACK MIX 5TUNICS 7.84,1
1179,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 5.09,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY MIX 5TUNICS 4.69,1
1180,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 5.09,0SHORT SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE 9BLACK 5T-SHIRT DRESS 5.01,0
1181,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 5.09,0SLEEVELESS 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN 9NAVY 5SHIFT DRESS 4.57,0
1182,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 5.09,03 QUARTER SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4PRINTED 2KNEE LENGTH 6V NECK 7UNLINED 8COTTON 9GREEN MIX 5TUNICS 10.48,1
1183,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 5.09,0SHORT SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4FLORAL 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE MIX 9CORAL MIX 5SWING DRESS 4.77,1
1184,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 4.9,0STRAP 1TIE FASTENING 2MIDI 3FIT AND FLARE 4PRINTED 2MIDI 6V NECK 7UNLINED 8VISCOSE 9MULTI 5WRAP DRESS 13.0,1
1185,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 4.9,0LONG SLEEVE 1NA12 2MINI 3NA3 4PRINTED 2MINI 6ROUND NECK 7UNLINED 8VISCOSE 9RED MIX 5SWING DRESS 4.29,1
1186,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 4.9,0LONG SLEEVE 1BACK BUTTON FASTENING 2MINI 3NA3 4EMBROIDERED 2MINI 6ROUND NECK 7LINED 8VISCOSE 9BLACK 5RELAXED DRESS 11.93,0
1187,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 4.9,0LONG SLEEVE 1PULL ON 2MIDI 3REGULAR FIT 4SPOTTY 2MIDI 6ROUND NECK 7UNLINED 8POLYESTER MIX 9RUST 5DROP WAIST 13.39,0
1188,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 4.9,0HALF SLEEVE 1PULL ON 2MIDI 3FIT AND FLARE 4EMBROIDERED 2MIDI 6V NECK 7UNLINED 8COTTON 9GREEN 5SKATER DRESS 18.0,1
1189,0SLEEVELESS 1PULL ON 2MAXI 3REGULAR FIT 4PRINTED 2MAXI 6V NECK 7UNLINED 8JERSEY 9BLACK MIX 5SLIP DRESS 4.9,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 4.36,0
1190,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4TEXTURED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8SYNTHETIC 9NAVY 5SWING DRESS 4.17,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4TEXTURED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8SYNTHETIC 9GREY MARL 5SWING DRESS 4.17,1
1191,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4TEXTURED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8SYNTHETIC 9NAVY 5SWING DRESS 4.17,0SLEEVELESS 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN 9CHAMBRAY 5SHIFT DRESS 5.04,0
1192,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4TEXTURED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8SYNTHETIC 9GREY MARL 5SWING DRESS 4.17,03 QUARTER SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6V NECK 7UNLINED 8SYNTHETIC 9RED 5SHIFT DRESS 4.42,0
1193,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4TEXTURED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8SYNTHETIC 9GREY MARL 5SWING DRESS 4.17,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4TEXTURED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8SYNTHETIC 9NAVY 5SWING DRESS 4.17,1
1194,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE 9BLACK 5SWING DRESS 4.03,0LONG SLEEVE 1NA12 2MINI 3NA3 4POLKA DOT 2MINI 6ROUND NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SWING DRESS 4.05,0
1195,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE 9BLACK 5SWING DRESS 4.03,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4POLKA DOT 2MINI 6ROUND NECK 7UNLINED 8VISCOSE 9NAVY MIX 5BODYCON DRESS 6.21,1
1196,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE 9BLACK 5SWING DRESS 4.03,0SHORT SLEEVE 1BUTTON FASTENING 2MINI 3NA3 4PLAIN 2MINI 6ROUND NECK 7UNLINED 8LINEN 9KHAKI 5SHIRT DRESS 10.91,0
1197,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE 9BLACK 5SWING DRESS 4.03,0LONG SLEEVE 1NA12 2MIDI 3NA3 4FLORAL 2MIDI 6V NECK 7UNLINED 8VISCOSE 9BLACK MIX 5RELAXED DRESS 9.6,1
1198,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE 9BLACK 5SWING DRESS 4.03,0LONG SLEEVE 1NA12 2MINI 3NA3 4POLKA DOT 2MINI 6ROUND NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SWING DRESS 4.05,0
1199,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE 9BLACK 5SWING DRESS 4.03,0SHORT SLEEVE 1BACK BUTTON FASTENING 2FULL LENGTH 3NA3 4ANIMAL PRINT 2FULL LENGTH 6V NECK 7UNLINED 8VISCOSE 9KHAKI MIX 5JUMPSUITS 13.09,1
1200,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9NAVY MIX 5TEA DRESS 7.63,0SLEEVELESS 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN 9CHAMBRAY 5SHIFT DRESS 5.04,0
1201,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9NAVY MIX 5TEA DRESS 7.63,0SHORT SLEEVE 1NA12 2MAXI 3NA3 4PLAIN 2MAXI 6ROUND NECK 7UNLINED 8COTTON 9BRIGHT RED 5SHIFT DRESS 4.27,0
1202,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9NAVY MIX 5TEA DRESS 7.63,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8JERSEY 9BLACK 5SWING DRESS 5.31,1
1203,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9NAVY MIX 5TEA DRESS 7.63,0LONG SLEEVE 1BUTTON FASTENING 2KNEE LENGTH 3NA3 4POLKA DOT 2KNEE LENGTH 6V NECK 7UNLINED 8VISCOSE 9TERRACOTTA MIX 5SHIRT DRESS 13.19,0
1204,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9NAVY MIX 5TEA DRESS 7.63,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PRINTED 2MIDI 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 15.16,1
1205,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9NAVY MIX 5TEA DRESS 7.63,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6NA8 7UNLINED 8JERSEY 9NAVY 5BARDOT DRESS 4.47,0
1206,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9NAVY MIX 5TEA DRESS 7.63,0SLEEVELESS 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN 9NAVY 5SHIFT DRESS 4.57,0
1207,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9NAVY MIX 5TEA DRESS 7.63,0LONG SLEEVE 1BACK ZIP FASTENING 2KNEE LENGTH 3NA3 4POLKA DOT 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIFT DRESS 10.33,1
1208,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9NAVY MIX 5TEA DRESS 7.63,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PRINTED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8JERSEY 9BLACK MIX 5SWING DRESS 5.31,1
1209,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9NAVY MIX 5TEA DRESS 7.63,0SHORT SLEEVE 1NA12 2MIDI 3NA3 4STRIPED 2MIDI 6HIGH NECK 7UNLINED 8VISCOSE 9BLACK MIX 5SHIFT DRESS 7.17,1
1210,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9CORAL MIX 5TEA DRESS 7.63,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 5.6,0
1211,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9CORAL MIX 5TEA DRESS 7.63,0SLEEVELESS 1PULL ON 2MIDI 3REGULAR FIT 4PRINTED 2MIDI 6V NECK 7UNLINED 8VISCOSE 9RED MIX 5SLIP DRESS 4.71,1
1212,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9CORAL MIX 5TEA DRESS 7.63,0SLEEVELESS 1PULL ON 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9RED 5SLIP DRESS 7.34,1
1213,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9CORAL MIX 5TEA DRESS 7.63,0SLEEVELESS 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN 9CHAMBRAY 5SHIFT DRESS 5.04,0
1214,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9CORAL MIX 5TEA DRESS 7.63,0SLEEVELESS 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN 9NAVY 5SHIFT DRESS 4.57,0
1215,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9CORAL MIX 5TEA DRESS 7.63,0SLEEVELESS 1PULL ON 2MIDI 3REGULAR FIT 4PRINTED 2MIDI 6V NECK 7UNLINED 8VISCOSE 9RED MIX 5SLIP DRESS 5.01,1
1216,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9CORAL MIX 5TEA DRESS 7.63,0SLEEVELESS 1BACK BUTTON FASTENING 2MIDI 3REGULAR FIT 4CHECKED 2MIDI 6V NECK 7LINED 8COTTON 9FLAME 5FIT AND FLARE DRESS 11.78,1
1217,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9CORAL MIX 5TEA DRESS 7.63,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7LINED 8LINEN MIX 9IVORY 5TUNICS 5.82,0
1218,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4FLORAL 2KNEE LENGTH 6V NECK 7UNLINED 8POLYESTER MIX 9CORAL MIX 5TEA DRESS 7.63,0SLEEVELESS 1BACK BUTTON FASTENING 2MIDI 3REGULAR FIT 4CHECKED 2MIDI 6V NECK 7LINED 8COTTON 9BLACK 5FIT AND FLARE DRESS 11.78,1
